reviews,recommendation,location
"Doctor at Monga Clinic was very polite, understanding and gave enough time to listen to my male issues. He prescribed medicines, exercise and diet that has provided me satisfactory relief so far and expecting to recover soon.",I recommend the doctor,Delhi
"Due to sexual infection, I was unable to get the pleasure of a baby. My wife took me to Dr. Monga Clinic where doctor diagnosed both of us and provided Ayurvedic medicines. Now I have  4 months baby.",I recommend the doctor,Delhi
My husband noticed a sexual weakness at the early age of our marriage. We visited this clinic for Ayurvedic treatment and so far there is a great improvement and my husband is feeling positive and confident.,I recommend the doctor,Delhi
Sexual weakness is a normal problem in men. I experienced the same in collage life and was in stress as I was unable to satisfy Mr girlfriend. A friend informed me about this good Monga Clinic.,I recommend the doctor,Delhi
"Good treatment, staff is extremely nice and helpful. Dr. Yuvraj Monga is qualified and nice person. I will definitely come back and recommend to others for overall tune up of the body.",I recommend the doctor,Delhi
"Dr. Monga Clinic, Delhi, this clinic was recommended to me by line of my friend. I have been going there since one month for  my diabetes treatment. I found it good. Dr. Yuvraj Monga recommended me his diabetes medicines which is his in house product. I must say that it is awesome.",I recommend the doctor,Delhi
"* *** ****** ********* treatment and medicines, it really works. Dr. Yuvraj Monga did a ***** treatment for my Hypertension problem. Thanks to team and Dr. Yuvraj Monga.",I recommend the doctor,Delhi
Conveniently located and awesome cures. Thanks for providing me with such a wonderful experience that visiting doc became a smiling event. The medicine did wonders and I am ******* cured. ********* ********,I recommend the doctor,Delhi
"It was a magnificent experience with the doctor. He simplified my issues, gave enough time and relaxed me completely. Thank you Dr. Yuvraj Monga.",I recommend the doctor,Delhi
It was a really wonderful experience with dr yuvraj monga .dr yuvraj understand my problem very calmly and patiently. Provides ******* solution to my problem. Would definitely recommended dr yuvraj monga to friends and family thank you. ,I recommend the doctor,Delhi
"After consulting with Dr. Yuvraj and uses of his Ayurvedic medicine, I am feeling much better within 15 days. I will definitely recommend him to my dear and near ones for their treatments.",I recommend the doctor,Delhi
"I am very happy to know about this Ayurvedic clinic, Dr. Monga Clinic. My self and my wife taking treatment from this clinic *** ** **** **** **** ** **** ********* ******** I personally feel that this organization has maintained high standard. I hope this will maintain in future also.",I recommend the doctor,Delhi
"I always felt the pressure and tension in my life for simple things and that was indirectly affecting my professional growth. Gradually that increased for me and I went through a depression phase. My father took me to Dr. Yuvraj Monga for advice. Dr. Yuvraj changed my life entirely. He, after six sessions cured me and made my mind filled with peace. I got through the critical phase so easily. Now I know how to cope with pressure and tensions in life easily.",I recommend the doctor,Delhi
During my teens I was struck by the god of desire and did what I should not have done .now when the right time came in my life I felt really shy for the inability of my manhood .I was really puzzled about my proceeding I could not even share the things with my family members eventually one of my friend who was also suffering from the same issues told me about Dr yuvraj I met him and his advice and medications started showing response in couple of months time I am now well settled with my wife and two kids thanks again to Dr yuvraj for  giving me the chance to live a blessed life again.,I recommend the doctor,Delhi
"Me and my wife were going through a critical phase in our relationship, where we both were unable to adjust with each other even after 10 years of marriage. When we had lost all hopes our common friend suggested us to get in touch with Dr yuvraj monga of Dr monga clinic and we did.Thanks to Dr yuvraj .he really made our life smooth and gave it a rebirth with his counseling sessions. We both are now not only adjusting with each other but are also understanding each others situation and respect each other view.I would highly recommended that   if you are having such issues in life do contact him and get your life back on track.",I recommend the doctor,Delhi
My treatment is not started yet so i am not able to give any feedback right now. I will be able to give right feedback after my treatment. Experience is good i think. But what is actual performance that i can evaluate after started my treatment.,I recommend the doctor,Delhi
"I am sharing my story regarding PE(premature ejaculation).I visited Mongra clinic (Dr Yuvraj)before 2 months.after 15 days I realized I am improving but after completing one month as I left medicine I found there is no benefit, I spent a lot of money for PE about 16+6=22 thousand but it was totally useless.There was no feedback whether patients got relief permanently or not.before paying money you must get know you are going to treat permanently and what is guarantee....I will not suggest anyone go Mongra clinic.PLEASE DON'T GO THERE.If you go there ask a doctor before payment if I  am not treated permanently what will happen.Another thing friend I would like to share they told some exercises, after doing I am suffering from back pain problem , I have visited 2-3 doctors but it is curing.This is why I am sharing I spent money PE was not cured and they gave back pain problem, still trying to get rid problem from back pain and PE.Please don't go there.....",I do not recommend the doctor,Delhi
